
	Screening and Risk Factors Report for United States by County
(2008-2010 County Level Modeled Estimate Combining BRFSS & NHIS)

Ever Smoked
"All Races (includes Hispanic), Both Sexes, Ages 18+"
Healthy People 2020 Objective Number: n/a

Sorted by Percent

County, FIPS,Met Objective?(1),"Model-Based Percent(3)","Lower 95% Confidence Interval","Upper 95% Confidence Interval"
"Stanly County, North Carolina",37167,n/a,50.9 ,42.3, 59.5
"Union County, Mississippi",28145,n/a,50.9 ,42.2, 59.6
"Wood County, Ohio",39173,n/a,50.9 ,42.3, 59.5
"Audrain County, Missouri",29007,n/a,50.8 ,41.7, 59.9
"Calhoun County, Georgia",13037,n/a,50.8 ,40.1, 61.6
"Clarke County, Virginia",51043,n/a,50.8 ,40.4, 61.3
"Colbert County, Alabama",01033,n/a,50.8 ,41.7, 60.0
"Davie County, North Carolina",37059,n/a,50.8 ,41.4, 60.1
"Fergus County, Montana",30027,n/a,50.8 ,41.0, 60.7
"Franklin City, Virginia",51620,n/a,50.8 ,39.6, 62.0
"Grafton County, New Hampshire",33009,n/a,50.8 ,42.1, 59.5
"Humboldt County, Nevada",32013,n/a,50.8 ,40.9, 60.8
"Kane County, Utah",49025,n/a,50.8 ,40.0, 61.6
"Lincoln County, Mississippi",28085,n/a,50.8 ,41.7, 59.9
"Mariposa County, California",06043,n/a,50.8 ,40.2, 61.4
"Marshall County, South Dakota",46091,n/a,50.8 ,40.5, 61.1
"Miami County, Kansas",20121,n/a,50.8 ,41.9, 59.7
"Noble County, Indiana",18113,n/a,50.8 ,42.0, 59.6
"Otter Tail County, Minnesota",27111,n/a,50.8 ,43.8, 57.9
"Palo Pinto County, Texas",48363,n/a,50.8 ,41.5, 60.1
"Pulaski County, Kentucky",21199,n/a,50.8 ,42.3, 59.2
"Red Willow County, Nebraska",31145,n/a,50.8 ,41.3, 60.3
"Sawyer County, Wisconsin",55113,n/a,50.8 ,41.4, 60.3
"Washington County, Kentucky",21229,n/a,50.8 ,40.6, 60.9
"York County, Maine",23031,n/a,50.8 ,42.7, 58.9
"Big Stone County, Minnesota",27011,n/a,50.7 ,39.7, 61.8
"Custer County, Nebraska",31041,n/a,50.7 ,40.3, 61.0
"Hamilton County, Kansas",20075,n/a,50.7 ,37.8, 63.7
"Henry County, Alabama",01067,n/a,50.7 ,40.9, 60.4
"Lamar County, Texas",48277,n/a,50.7 ,41.6, 59.7
"Lyon County, Nevada",32019,n/a,50.7 ,41.4, 60.1
"Meade County, Kentucky",21163,n/a,50.7 ,41.4, 60.0
"Miller County, Georgia",13201,n/a,50.7 ,39.8, 61.6
"Rockingham County, New Hampshire",33015,n/a,50.7 ,42.4, 59.0
"Staunton City, Virginia",51790,n/a,50.7 ,40.0, 61.3
"Stevens County, Washington",53065,n/a,50.7 ,42.0, 59.3
"Trousdale County, Tennessee",47169,n/a,50.7 ,40.5, 60.9
"Vigo County, Indiana",18167,n/a,50.7 ,41.6, 59.8
"Wadena County, Minnesota",27159,n/a,50.7 ,40.4, 61.0
"Warren County, Iowa",19181,n/a,50.7 ,41.0, 60.5
"Washington Parish, Louisiana",22117,n/a,50.7 ,41.7, 59.6
"Wayne County, Mississippi",28153,n/a,50.7 ,40.7, 60.6
"Antrim County, Michigan",26009,n/a,50.6 ,41.4, 59.8
"Bond County, Illinois",17005,n/a,50.6 ,39.8, 61.3
"Calhoun County, Michigan",26025,n/a,50.6 ,43.6, 57.6
"Cameron Parish, Louisiana",22023,n/a,50.6 ,39.0, 62.1
"Coleman County, Texas",48083,n/a,50.6 ,39.9, 61.3
"Fond du Lac County, Wisconsin",55039,n/a,50.6 ,42.1, 59.1
"Genesee County, Michigan",26049,n/a,50.6 ,44.4, 56.7
"Goshen County, Wyoming",56015,n/a,50.6 ,41.4, 59.8
"Gray County, Texas",48179,n/a,50.6 ,40.5, 60.7
"Hopewell City, Virginia",51670,n/a,50.6 ,41.2, 60.0
"McNairy County, Tennessee",47109,n/a,50.6 ,41.6, 59.6
"Montgomery County, Arkansas",05097,n/a,50.6 ,40.9, 60.4
"Pulaski County, Virginia",51155,n/a,50.6 ,42.5, 58.7
"Saline County, Arkansas",05125,n/a,50.6 ,42.2, 59.1
"Sherman County, Oregon",41055,n/a,50.6 ,39.0, 62.3
"Smith County, Mississippi",28129,n/a,50.6 ,40.9, 60.3
"Stone County, Arkansas",05137,n/a,50.6 ,40.5, 60.6
"Tillamook County, Oregon",41057,n/a,50.6 ,41.8, 59.3
"Todd County, Kentucky",21219,n/a,50.6 ,40.5, 60.7
"Adams County, Nebraska",31001,n/a,50.5 ,41.6, 59.3
"Carroll County, New Hampshire",33003,n/a,50.5 ,41.9, 59.1
"Garvin County, Oklahoma",40049,n/a,50.5 ,41.5, 59.6
"Grady County, Oklahoma",40051,n/a,50.5 ,42.2, 58.9
"Greeley County, Nebraska",31077,n/a,50.5 ,37.8, 63.2
"Lamoille County, Vermont",50015,n/a,50.5 ,42.2, 58.8
"Lee County, Iowa",19111,n/a,50.5 ,41.6, 59.5
"Lewis County, New York",36049,n/a,50.5 ,40.8, 60.3
"McMinn County, Tennessee",47107,n/a,50.5 ,41.8, 59.3
"Mills County, Iowa",19129,n/a,50.5 ,41.0, 59.9
"Osceola County, Michigan",26133,n/a,50.5 ,41.6, 59.4
"Rooks County, Kansas",20163,n/a,50.5 ,40.5, 60.5
"Scioto County, Ohio",39145,n/a,50.5 ,42.9, 58.2
"Talbot County, Maryland",24041,n/a,50.5 ,41.3, 59.6
"Wabasha County, Minnesota",27157,n/a,50.5 ,40.7, 60.4
"Walton County, Florida",12131,n/a,50.5 ,41.7, 59.2
"Washington County, Maryland",24043,n/a,50.5 ,42.0, 58.9
"York County, Nebraska",31185,n/a,50.5 ,39.5, 61.4
"Allen County, Kentucky",21003,n/a,50.4 ,40.9, 59.9
"Aroostook County, Maine",23003,n/a,50.4 ,42.0, 58.8
"Barbour County, Alabama",01005,n/a,50.4 ,41.0, 59.7
"Bossier Parish, Louisiana",22015,n/a,50.4 ,41.3, 59.5
"Cedar County, Nebraska",31027,n/a,50.4 ,40.3, 60.5
"Cook County, Minnesota",27031,n/a,50.4 ,39.1, 61.7
"Cowlitz County, Washington",53015,n/a,50.4 ,41.7, 59.0
"Elk County, Kansas",20049,n/a,50.4 ,38.6, 62.3
"Fayette County, Indiana",18041,n/a,50.4 ,41.6, 59.2
"Grundy County, Missouri",29079,n/a,50.4 ,40.6, 60.1
"Lamar County, Georgia",13171,n/a,50.4 ,40.3, 60.5
"Northumberland County, Pennsylvania",42097,n/a,50.4 ,42.0, 58.8
"Pratt County, Kansas",20151,n/a,50.4 ,41.0, 59.7
"Adams County, Iowa",19003,n/a,50.3 ,38.7, 61.9
"Bedford County, Pennsylvania",42009,n/a,50.3 ,42.4, 58.3
"Boone County, Nebraska",31011,n/a,50.3 ,39.9, 60.7
"Buncombe County, North Carolina",37021,n/a,50.3 ,44.1, 56.5
"Carroll County, Arkansas",05015,n/a,50.3 ,41.2, 59.4
"Cheyenne County, Kansas",20023,n/a,50.3 ,39.3, 61.3
"Chippewa County, Minnesota",27023,n/a,50.3 ,40.7, 60.0
"Churchill County, Nevada",32001,n/a,50.3 ,41.4, 59.3
"Crisp County, Georgia",13081,n/a,50.3 ,40.6, 60.1
"Cumberland County, New Jersey",34011,n/a,50.3 ,41.8, 58.7
"Delaware County, Oklahoma",40041,n/a,50.3 ,40.9, 59.6
"Dundy County, Nebraska",31057,n/a,50.3 ,38.8, 61.8
"Eureka County, Nevada",32011,n/a,50.3 ,35.6, 65.1
"Grundy County, Illinois",17063,n/a,50.3 ,40.9, 59.7
"McCreary County, Kentucky",21147,n/a,50.3 ,40.3, 60.4
"Monroe County, Wisconsin",55081,n/a,50.3 ,41.6, 58.9
"Otoe County, Nebraska",31131,n/a,50.3 ,41.1, 59.4
"Pamlico County, North Carolina",37137,n/a,50.3 ,40.2, 60.3
"Pushmataha County, Oklahoma",40127,n/a,50.3 ,40.4, 60.2
"Refugio County, Texas",48391,n/a,50.3 ,39.2, 61.3
"Snyder County, Pennsylvania",42109,n/a,50.3 ,40.8, 59.8
"Ste. Genevieve County, Missouri",29186,n/a,50.3 ,40.8, 59.7
"Union County, Florida",12125,n/a,50.3 ,38.8, 61.9
"Westmoreland County, Virginia",51193,n/a,50.3 ,40.9, 59.8
"Wyoming County, Pennsylvania",42131,n/a,50.3 ,40.8, 59.7
"Yellow Medicine County, Minnesota",27173,n/a,50.3 ,40.5, 60.0
"Bayfield County, Wisconsin",55007,n/a,50.2 ,40.8, 59.5
"Blount County, Tennessee",47009,n/a,50.2 ,42.3, 58.1
"Charles City County, Virginia",51036,n/a,50.2 ,39.0, 61.5
"Clay County, Kentucky",21051,n/a,50.2 ,39.5, 60.9
"Floyd County, Virginia",51063,n/a,50.2 ,40.7, 59.7
"Grant County, Indiana",18053,n/a,50.2 ,41.7, 58.8
"Huntingdon County, Pennsylvania",42061,n/a,50.2 ,41.1, 59.3
"Kendall County, Texas",48259,n/a,50.2 ,41.2, 59.2
"Lewis County, Washington",53041,n/a,50.2 ,41.9, 58.6
"Lincoln County, Nebraska",31111,n/a,50.2 ,41.5, 59.0
"Ogle County, Illinois",17141,n/a,50.2 ,40.3, 60.2
"Pike County, Georgia",13231,n/a,50.2 ,39.2, 61.3
"Plymouth County, Iowa",19149,n/a,50.2 ,41.1, 59.3
"Polk County, Missouri",29167,n/a,50.2 ,41.2, 59.2
"Randolph County, Illinois",17157,n/a,50.2 ,40.0, 60.3
"Tunica County, Mississippi",28143,n/a,50.2 ,38.1, 62.4
"Tuolumne County, California",06109,n/a,50.2 ,43.3, 57.0
"Whatcom County, Washington",53073,n/a,50.2 ,43.5, 56.9
"Wood County, Wisconsin",55141,n/a,50.2 ,43.2, 57.1
"Adams County, Idaho",16003,n/a,50.1 ,38.2, 62.1
"Attala County, Mississippi",28007,n/a,50.1 ,40.6, 59.5
"Beaverhead County, Montana",30001,n/a,50.1 ,40.2, 60.1
"Caldwell Parish, Louisiana",22021,n/a,50.1 ,40.2, 60.0
"Carbon County, Utah",49007,n/a,50.1 ,40.8, 59.4
"Cascade County, Montana",30013,n/a,50.1 ,43.1, 57.2
"Catahoula Parish, Louisiana",22025,n/a,50.1 ,39.9, 60.4
"Daviess County, Kentucky",21059,n/a,50.1 ,41.9, 58.2
"Doniphan County, Kansas",20043,n/a,50.1 ,37.9, 62.4
"Douglas County, Missouri",29067,n/a,50.1 ,39.5, 60.6
"Greene County, Arkansas",05055,n/a,50.1 ,40.6, 59.6
"Harper County, Oklahoma",40059,n/a,50.1 ,39.1, 61.1
"Jeff Davis County, Georgia",13161,n/a,50.1 ,39.7, 60.6
"Jessamine County, Kentucky",21113,n/a,50.1 ,40.5, 59.6
"Leslie County, Kentucky",21131,n/a,50.1 ,39.3, 61.0
"Miami County, Indiana",18103,n/a,50.1 ,40.6, 59.6
"Mineral County, Montana",30061,n/a,50.1 ,39.2, 61.0
"Paulding County, Ohio",39125,n/a,50.1 ,40.6, 59.7
"Seward County, Nebraska",31159,n/a,50.1 ,39.6, 60.6
"Shiawassee County, Michigan",26155,n/a,50.1 ,41.1, 59.1
"Taylor County, Florida",12123,n/a,50.1 ,41.6, 58.7
"Thomas County, Nebraska",31171,n/a,50.1 ,33.5, 66.6
"Anderson County, Tennessee",47001,n/a,50.0 ,40.5, 59.4
"Bates County, Missouri",29013,n/a,50.0 ,40.5, 59.5
"Choctaw County, Oklahoma",40023,n/a,50.0 ,39.9, 60.2
"Christian County, Missouri",29043,n/a,50.0 ,40.7, 59.3
"Crow Wing County, Minnesota",27035,n/a,50.0 ,41.5, 58.5
"Dodge County, Wisconsin",55027,n/a,50.0 ,42.8, 57.1
"Eddy County, New Mexico",35015,n/a,50.0 ,40.9, 59.1
"Evans County, Georgia",13109,n/a,50.0 ,39.9, 60.2
"Hall County, Texas",48191,n/a,50.0 ,37.4, 62.6
"Hemphill County, Texas",48211,n/a,50.0 ,36.0, 63.9
"Hooker County, Nebraska",31091,n/a,50.0 ,37.3, 62.7
"Logan County, Oklahoma",40083,n/a,50.0 ,40.0, 60.0
"Pike County, Arkansas",05109,n/a,50.0 ,40.1, 59.9
"Red Lake County, Minnesota",27125,n/a,50.0 ,38.0, 62.0
"Schley County, Georgia",13249,n/a,50.0 ,36.5, 63.5
"Stephens County, Oklahoma",40137,n/a,50.0 ,41.0, 58.9
"Tioga County, Pennsylvania",42117,n/a,50.0 ,40.8, 59.2
"Wayne County, Ohio",39169,n/a,50.0 ,42.3, 57.7
"Windham County, Vermont",50025,n/a,50.0 ,41.9, 58.1
"Adams County, Indiana",18001,n/a,49.9 ,41.2, 58.6
"Andrews County, Texas",48003,n/a,49.9 ,38.0, 61.8
"Big Horn County, Wyoming",56003,n/a,49.9 ,39.8, 60.1
"Burke County, North Carolina",37023,n/a,49.9 ,41.4, 58.4
"Dawes County, Nebraska",31045,n/a,49.9 ,38.0, 61.8
"Fayette County, Texas",48149,n/a,49.9 ,40.1, 59.6
"Garfield County, Oklahoma",40047,n/a,49.9 ,41.2, 58.6
"Goliad County, Texas",48175,n/a,49.9 ,38.7, 61.0
"Harrison County, Mississippi",28047,n/a,49.9 ,42.5, 57.3
"Isabella County, Michigan",26073,n/a,49.9 ,40.9, 58.9
"Jackson County, Georgia",13157,n/a,49.9 ,40.6, 59.2
"Kent County, Rhode Island",44003,n/a,49.9 ,41.1, 58.7
"Lavaca County, Texas",48285,n/a,49.9 ,40.1, 59.6
"Lonoke County, Arkansas",05085,n/a,49.9 ,40.7, 59.1
"Manitowoc County, Wisconsin",55071,n/a,49.9 ,41.4, 58.5
"Montcalm County, Michigan",26117,n/a,49.9 ,40.8, 58.9
"New London County, Connecticut",09011,n/a,49.9 ,42.4, 57.4
"Northampton County, Virginia",51131,n/a,49.9 ,40.3, 59.5
"Pasco County, Florida",12101,n/a,49.9 ,43.2, 56.5
"Pocahontas County, West Virginia",54075,n/a,49.9 ,40.0, 59.9
"Schleicher County, Texas",48413,n/a,49.9 ,37.5, 62.3
"Spink County, South Dakota",46115,n/a,49.9 ,40.0, 59.9
"Torrance County, New Mexico",35057,n/a,49.9 ,40.6, 59.2
"Trinity County, Texas",48455,n/a,49.9 ,39.5, 60.3
"Venango County, Pennsylvania",42121,n/a,49.9 ,41.0, 58.7
"Yates County, New York",36123,n/a,49.9 ,40.6, 59.2
"Aransas County, Texas",48007,n/a,49.8 ,39.7, 59.8
"Baker County, Florida",12003,n/a,49.8 ,41.1, 58.4
"Blount County, Alabama",01009,n/a,49.8 ,39.9, 59.7
"Carroll County, Missouri",29033,n/a,49.8 ,39.9, 59.7
"Cooke County, Texas",48097,n/a,49.8 ,40.5, 59.1
"Grenada County, Mississippi",28043,n/a,49.8 ,40.8, 58.8
"Harvey County, Kansas",20079,n/a,49.8 ,41.0, 58.7
"Howard County, Missouri",29089,n/a,49.8 ,40.0, 59.7
"Jefferson Davis County, Mississippi",28065,n/a,49.8 ,38.9, 60.6
"Juneau County, Wisconsin",55057,n/a,49.8 ,40.6, 59.1
"Mahnomen County, Minnesota",27087,n/a,49.8 ,38.7, 61.0
"Marion County, West Virginia",54049,n/a,49.8 ,41.2, 58.4
"Meriwether County, Georgia",13199,n/a,49.8 ,40.0, 59.5
"Merrimack County, New Hampshire",33013,n/a,49.8 ,42.3, 57.4
"Monroe County, West Virginia",54063,n/a,49.8 ,40.3, 59.2
"Moody County, South Dakota",46101,n/a,49.8 ,38.7, 60.9
"Randolph County, Georgia",13243,n/a,49.8 ,35.5, 64.0
"Treasure County, Montana",30103,n/a,49.8 ,36.3, 63.3
"Warren County, New Jersey",34041,n/a,49.8 ,41.5, 58.1
"Wyoming County, New York",36121,n/a,49.8 ,40.6, 59.0
"Alcorn County, Mississippi",28003,n/a,49.7 ,40.6, 58.7
"Barnstable County, Massachusetts",25001,n/a,49.7 ,42.6, 56.9
"Cherokee County, Iowa",19035,n/a,49.7 ,39.7, 59.6
"Dare County, North Carolina",37055,n/a,49.7 ,39.4, 60.0
"Emery County, Utah",49015,n/a,49.7 ,38.5, 60.8
"Gloucester County, Virginia",51073,n/a,49.7 ,39.9, 59.4
"Grant County, Minnesota",27051,n/a,49.7 ,39.2, 60.1
"Haywood County, Tennessee",47075,n/a,49.7 ,39.6, 59.7
"Mille Lacs County, Minnesota",27095,n/a,49.7 ,40.5, 59.0
"Murray County, Georgia",13213,n/a,49.7 ,40.3, 59.0
"Noble County, Oklahoma",40103,n/a,49.7 ,39.7, 59.6
"Parke County, Indiana",18121,n/a,49.7 ,40.2, 59.1
"Putnam County, Indiana",18133,n/a,49.7 ,40.7, 58.7
"Rockbridge County, Virginia",51163,n/a,49.7 ,38.2, 61.2
"Sac County, Iowa",19161,n/a,49.7 ,39.9, 59.6
"Van Zandt County, Texas",48467,n/a,49.7 ,40.2, 59.1
"Wilkes County, North Carolina",37193,n/a,49.7 ,41.6, 57.8
"Ashland County, Ohio",39005,n/a,49.6 ,40.5, 58.8
"Boone County, West Virginia",54005,n/a,49.6 ,40.1, 59.1
"Bowie County, Texas",48037,n/a,49.6 ,40.1, 59.0
"Bradford County, Pennsylvania",42015,n/a,49.6 ,40.6, 58.5
"Brown County, Minnesota",27015,n/a,49.6 ,40.6, 58.7
"Calloway County, Kentucky",21035,n/a,49.6 ,39.7, 59.5
"Elbert County, Colorado",08039,n/a,49.6 ,39.0, 60.3
"Fremont County, Wyoming",56013,n/a,49.6 ,41.1, 58.1
"Grand Traverse County, Michigan",26055,n/a,49.6 ,40.7, 58.6
"Ida County, Iowa",19093,n/a,49.6 ,38.9, 60.3
"Indian River County, Florida",12061,n/a,49.6 ,40.9, 58.3
"Kankakee County, Illinois",17091,n/a,49.6 ,40.9, 58.4
"Macomb County, Michigan",26099,n/a,49.6 ,43.4, 55.8
"Madison County, Iowa",19121,n/a,49.6 ,39.2, 60.0
"Marshall County, Iowa",19127,n/a,49.6 ,40.6, 58.7
"Queen Annes County, Maryland",24035,n/a,49.6 ,40.6, 58.5
"Rockingham County, North Carolina",37157,n/a,49.6 ,41.0, 58.2
"Sandusky County, Ohio",39143,n/a,49.6 ,40.9, 58.3
"Trumbull County, Ohio",39155,n/a,49.6 ,41.7, 57.5
"Worth County, Georgia",13321,n/a,49.6 ,40.2, 59.1
"Aitkin County, Minnesota",27001,n/a,49.5 ,39.7, 59.2
"Atchison County, Missouri",29005,n/a,49.5 ,39.6, 59.4
"Barron County, Wisconsin",55005,n/a,49.5 ,40.7, 58.3
"Boone County, Indiana",18011,n/a,49.5 ,40.1, 58.9
"Carlton County, Minnesota",27017,n/a,49.5 ,40.5, 58.6
"Fillmore County, Minnesota",27045,n/a,49.5 ,38.9, 60.0
"Gila County, Arizona",04007,n/a,49.5 ,41.1, 58.0
"Jackson County, Michigan",26075,n/a,49.5 ,41.3, 57.8
"Lee County, Illinois",17103,n/a,49.5 ,40.1, 58.8
"Levy County, Florida",12075,n/a,49.5 ,40.8, 58.2
"Monroe County, Iowa",19135,n/a,49.5 ,39.5, 59.4
"Monroe County, Pennsylvania",42089,n/a,49.5 ,42.5, 56.5
"Morris County, Kansas",20127,n/a,49.5 ,39.4, 59.5
"Morton County, North Dakota",38059,n/a,49.5 ,40.5, 58.4
"O'Brien County, Iowa",19141,n/a,49.5 ,39.2, 59.8
"Ozaukee County, Wisconsin",55089,n/a,49.5 ,41.6, 57.3
"Tazewell County, Virginia",51185,n/a,49.5 ,39.8, 59.2
"Teton County, Montana",30099,n/a,49.5 ,39.2, 59.8
"Anderson County, Texas",48001,n/a,49.4 ,39.5, 59.2
"Bourbon County, Kansas",20011,n/a,49.4 ,40.0, 58.9
"Boyle County, Kentucky",21021,n/a,49.4 ,40.1, 58.6
"Carroll County, Indiana",18015,n/a,49.4 ,39.9, 58.9
"Carter County, Tennessee",47019,n/a,49.4 ,40.4, 58.4
"Chippewa County, Wisconsin",55017,n/a,49.4 ,40.7, 58.0
"Elko County, Nevada",32007,n/a,49.4 ,39.8, 58.9
"Franklin County, Maine",23007,n/a,49.4 ,41.6, 57.1
"Fremont County, Colorado",08043,n/a,49.4 ,40.3, 58.5
"Grayson County, Virginia",51077,n/a,49.4 ,39.3, 59.5
"Hardin County, Iowa",19083,n/a,49.4 ,39.5, 59.3
"Jefferson County, West Virginia",54037,n/a,49.4 ,41.3, 57.4
"Koochiching County, Minnesota",27071,n/a,49.4 ,39.6, 59.2
"Linn County, Kansas",20107,n/a,49.4 ,39.4, 59.5
"Maury County, Tennessee",47119,n/a,49.4 ,42.5, 56.3
"Miami County, Ohio",39109,n/a,49.4 ,41.4, 57.4
"Red River County, Texas",48387,n/a,49.4 ,39.5, 59.3
"Shelby County, Missouri",29205,n/a,49.4 ,39.4, 59.3
"Somerset County, Maryland",24039,n/a,49.4 ,40.1, 58.6
"St. Francis County, Arkansas",05123,n/a,49.4 ,38.5, 60.4
"Washington County, Vermont",50023,n/a,49.4 ,40.5, 58.2
"West Carroll Parish, Louisiana",22123,n/a,49.4 ,38.3, 60.5
"Appomattox County, Virginia",51011,n/a,49.3 ,39.8, 58.7
"Beauregard Parish, Louisiana",22011,n/a,49.3 ,40.5, 58.0
"Bourbon County, Kentucky",21017,n/a,49.3 ,40.1, 58.6
"Cape Girardeau County, Missouri",29031,n/a,49.3 ,40.7, 57.9
"Cheatham County, Tennessee",47021,n/a,49.3 ,39.7, 58.9
"Clinton County, Iowa",19045,n/a,49.3 ,40.8, 57.8
"Columbia County, Florida",12023,n/a,49.3 ,40.8, 57.9
"Concho County, Texas",48095,n/a,49.3 ,36.7, 61.8
"Cumberland County, Tennessee",47035,n/a,49.3 ,40.4, 58.1
"Dickey County, North Dakota",38021,n/a,49.3 ,38.4, 60.2
"Hutchinson County, Texas",48233,n/a,49.3 ,39.5, 59.1
"Johnston County, Oklahoma",40069,n/a,49.3 ,39.7, 59.0
"Lawrence County, South Dakota",46081,n/a,49.3 ,40.0, 58.6
"Lenawee County, Michigan",26091,n/a,49.3 ,40.8, 57.7
"Macon County, Missouri",29121,n/a,49.3 ,41.3, 57.3
"Madison County, Montana",30057,n/a,49.3 ,38.8, 59.7
"Pontotoc County, Oklahoma",40123,n/a,49.3 ,40.6, 58.0
"Poquoson City, Virginia",51735,n/a,49.3 ,38.3, 60.4
"Russell County, Alabama",01113,n/a,49.3 ,40.1, 58.6
"Vermilion County, Illinois",17183,n/a,49.3 ,40.4, 58.2
"Burnett County, Wisconsin",55013,n/a,49.2 ,39.7, 58.6
"Cass County, Michigan",26027,n/a,49.2 ,40.9, 57.5
"Columbus County, North Carolina",37047,n/a,49.2 ,40.1, 58.2
"Delaware County, Pennsylvania",42045,n/a,49.2 ,42.7, 55.7
"Drew County, Arkansas",05043,n/a,49.2 ,38.1, 60.3
"Hancock County, Ohio",39063,n/a,49.2 ,40.3, 58.1
"Hardin County, Kentucky",21093,n/a,49.2 ,40.8, 57.5
"Hendricks County, Indiana",18063,n/a,49.2 ,40.8, 57.6
"Henry County, Virginia",51089,n/a,49.2 ,41.3, 57.1
"Kerr County, Texas",48265,n/a,49.2 ,39.7, 58.6
"Lane County, Oregon",41039,n/a,49.2 ,42.0, 56.3
"Limestone County, Texas",48293,n/a,49.2 ,39.6, 58.8
"Madison County, Texas",48313,n/a,49.2 ,37.2, 61.2
"Reno County, Kansas",20155,n/a,49.2 ,40.8, 57.7
"Tattnall County, Georgia",13267,n/a,49.2 ,39.5, 58.9
"Taylor County, Kentucky",21217,n/a,49.2 ,40.1, 58.3
"Washington County, Pennsylvania",42125,n/a,49.2 ,40.9, 57.4
"Baltimore County, Maryland",24005,n/a,49.1 ,42.5, 55.8
"Bracken County, Kentucky",21023,n/a,49.1 ,40.0, 58.2
"Chaffee County, Colorado",08015,n/a,49.1 ,39.5, 58.7
"Edgefield County, South Carolina",45037,n/a,49.1 ,40.5, 57.7
"Gem County, Idaho",16045,n/a,49.1 ,39.6, 58.7
"Herkimer County, New York",36043,n/a,49.1 ,40.1, 58.1
"Johnson County, Indiana",18081,n/a,49.1 ,41.1, 57.0
"Klamath County, Oregon",41035,n/a,49.1 ,40.4, 57.8
"Luzerne County, Pennsylvania",42079,n/a,49.1 ,42.4, 55.9
"Navarro County, Texas",48349,n/a,49.1 ,41.7, 56.5
"Orleans County, New York",36073,n/a,49.1 ,39.7, 58.5
"Petroleum County, Montana",30069,n/a,49.1 ,30.1, 68.1
"Rensselaer County, New York",36083,n/a,49.1 ,41.0, 57.2
"Schuyler County, Missouri",29197,n/a,49.1 ,37.9, 60.3
"Strafford County, New Hampshire",33017,n/a,49.1 ,41.0, 57.2
"Taylor County, Wisconsin",55119,n/a,49.1 ,39.8, 58.3
"Tyrrell County, North Carolina",37177,n/a,49.1 ,37.2, 61.0
"Wood County, Texas",48499,n/a,49.1 ,40.0, 58.3
"Adair County, Missouri",29001,n/a,49.0 ,38.3, 59.6
"Big Horn County, Montana",30003,n/a,49.0 ,37.8, 60.1
"Botetourt County, Virginia",51023,n/a,49.0 ,39.5, 58.5
"Briscoe County, Texas",48045,n/a,49.0 ,35.8, 62.2
"Chowan County, North Carolina",37041,n/a,49.0 ,39.5, 58.5
"Clay County, Alabama",01027,n/a,49.0 ,39.6, 58.5
"Clinton County, Indiana",18023,n/a,49.0 ,39.8, 58.2
"Crittenden County, Arkansas",05035,n/a,49.0 ,39.9, 58.2
"Davidson County, North Carolina",37057,n/a,49.0 ,41.0, 57.0
"Dickinson County, Kansas",20041,n/a,49.0 ,39.3, 58.6
"Douglas County, Nevada",32005,n/a,49.0 ,40.3, 57.8
"Franklin County, Kentucky",21073,n/a,49.0 ,41.3, 56.7
"Genesee County, New York",36037,n/a,49.0 ,40.5, 57.5
"Gloucester County, New Jersey",34015,n/a,49.0 ,42.4, 55.6
"Jackson County, North Carolina",37099,n/a,49.0 ,39.4, 58.5
"Lee County, Mississippi",28081,n/a,49.0 ,41.8, 56.2
"Madison County, Virginia",51113,n/a,49.0 ,38.6, 59.3
"McDonald County, Missouri",29119,n/a,49.0 ,38.9, 59.2
"McPherson County, Kansas",20113,n/a,49.0 ,39.9, 58.1
"Montgomery County, Kansas",20125,n/a,49.0 ,40.5, 57.6
"Nottoway County, Virginia",51135,n/a,49.0 ,38.9, 59.2
"Polk County, Wisconsin",55095,n/a,49.0 ,40.1, 57.9
"Pondera County, Montana",30073,n/a,49.0 ,37.7, 60.3
"Poweshiek County, Iowa",19157,n/a,49.0 ,40.8, 57.2
"San Miguel County, Colorado",08113,n/a,49.0 ,36.6, 61.3
"Tallapoosa County, Alabama",01123,n/a,49.0 ,40.1, 57.9
"Warren County, Virginia",51187,n/a,49.0 ,39.8, 58.1
"Bienville Parish, Louisiana",22013,n/a,48.9 ,39.1, 58.7
"Bradley County, Tennessee",47011,n/a,48.9 ,40.3, 57.5
"Brown County, South Dakota",46013,n/a,48.9 ,39.7, 58.0
"Charlotte County, Florida",12015,n/a,48.9 ,39.9, 57.9
"Dixon County, Nebraska",31051,n/a,48.9 ,39.0, 58.7
"Glasscock County, Texas",48173,n/a,48.9 ,34.2, 63.7
"Goodhue County, Minnesota",27049,n/a,48.9 ,39.7, 58.1
"Haskell County, Kansas",20081,n/a,48.9 ,36.2, 61.6
"Jasper County, Iowa",19099,n/a,48.9 ,41.4, 56.5
"Kootenai County, Idaho",16055,n/a,48.9 ,41.5, 56.3
"La Crosse County, Wisconsin",55063,n/a,48.9 ,42.1, 55.7
"Lapeer County, Michigan",26087,n/a,48.9 ,39.3, 58.5
"Lincoln County, Kansas",20105,n/a,48.9 ,37.2, 60.7
"Moniteau County, Missouri",29135,n/a,48.9 ,38.8, 59.0
"Pontotoc County, Mississippi",28115,n/a,48.9 ,38.7, 59.1
"Rice County, Kansas",20159,n/a,48.9 ,39.0, 58.8
